player_id,game_count,total_profit,avg_roi_%,avg_stake
Shelley York,2,-2,-1.96,51.0
Shelly Freeman,1,-51,-100.0,51.0
Shelly Kelley,1,49,96.08,51.0
Shelly Lee,10,-10,-1.96,51.0
Shelly Nelson,3,-153,-100.0,51.0
Shelly Smith,1,-51,-100.0,51.0
Shelly Torres,7,-57,-15.97,51.0
Sheri Ayala,1,-51,-100.0,51.0
Sheri Baker,1,-51,-100.0,51.0
Sheri White,2,-102,-100.0,51.0
Sherri Ford,2,98,96.08,51.0
Sherri Mcfarland,6,-206,-67.32,51.0
Sherri Morales,7,143,40.06,51.0
Sherri Olson,6,-206,-67.32,51.0
Sherri Pratt,4,-4,-1.96,51.0
Sherry Allen,1,-51,-100.0,51.0
Sherry Anderson,7,43,12.04,51.0
Sherry Brown,2,-102,-100.0,51.0
Sherry Davis,8,-208,-50.98,51.0
Sherry Ellis MD,11,-161,-28.7,51.0
Sherry Fuller,4,-104,-50.98,51.0
Sherry Gates,1,-51,-100.0,51.0
Sherry Green,1,-51,-100.0,51.0
Sherry Gross,11,-61,-10.87,51.0
Sherry Jensen,26,274,20.66,51.0
Sherry Johnson,3,-53,-34.64,51.0
Sherry Kirby,22,178,15.86,51.0
Sherry Lee,1,-51,-100.0,51.0
Sherry Patton DVM,39,211,10.61,51.0
Sherry Rice,5,-55,-21.57,51.0
Sherry Richardson,5,-55,-21.57,51.0
Sherry Ritter,16,-516,-63.24,51.0
Sherry Robinson,3,47,30.72,51.0
Sherry Smith,1,-51,-100.0,51.0
Sherry Turner,2,-102,-100.0,51.0
Sherry Wells,1,-51,-100.0,51.0
Sheryl Allen,1,49,96.08,51.0
Sheryl Branch MD,2,-2,-1.96,51.0
Sheryl Haney,4,96,47.06,51.0
Sheryl Mitchell,4,-4,-1.96,51.0
Sheryl Payne,5,45,17.65,51.0
Shirley Bell,1,-51,-100.0,51.0
Shirley Coleman,2,98,96.08,51.0
Shirley Gardner,1,-51,-100.0,51.0
Shirley Mooney,47,-397,-16.56,51.0
Shirley Roberts,2,-102,-100.0,51.0
Shirley Schneider,3,-53,-34.64,51.0
Shirley Smith,1,49,96.08,51.0
Shirley Washington,222,-1222,-10.79,51.0
Shirley Wilcox,10,90,17.65,51.0
Sierra Allen,1,-51,-100.0,51.0
Sierra Armstrong,1,49,96.08,51.0
Sierra Brown,10,-10,-1.96,51.0
Sierra Harris,3,-53,-34.64,51.0
Sierra Huffman DDS,9,241,52.51,51.0
Sierra Lowe,2,-2,-1.96,51.0
Sierra Ramos,1,-51,-100.0,51.0
Sierra Sherman,9,41,8.93,51.0
Sierra Wilkinson,1,-51,-100.0,51.0
Sonya Barker,6,-206,-67.32,51.0
Sonya Carter,1,49,96.08,51.0
Sonya Davis,11,339,60.43,51.0
Sonya Dixon,1,-51,-100.0,51.0
Sonya Faulkner,9,-159,-34.64,51.0
Sonya Hart DVM,5,-55,-21.57,51.0
Sonya Howard,5,145,56.86,51.0
Sonya Johnson,25,125,9.8,51.0
Sonya Nichols,3,-53,-34.64,51.0
Sonya Nunez,1,-51,-100.0,51.0
Sonya Young,24,-24,-1.96,51.0
Sophia Anderson,1,-51,-100.0,51.0
Sophia Campbell,1,-51,-100.0,51.0
Sophia Herrera,2,-102,-100.0,51.0
Sophia Mitchell,5,-155,-60.78,51.0
Sophia Murphy,8,-208,-50.98,51.0
Sophia Obrien,34,166,9.57,51.0
Sophia Valdez,3,-53,-34.64,51.0
Spencer Davis,1,-51,-100.0,51.0
Spencer Johnson,1,49,96.08,51.0
Spencer Lewis,10,90,17.65,51.0
Spencer Terry,7,-157,-43.98,51.0
Spencer White,2,-2,-1.96,51.0
Stacey Baker,2,-102,-100.0,51.0
Stacey Baldwin,1,49,96.08,51.0
Stacey Berger,1,49,96.08,51.0
Stacey Castro,2,98,96.08,51.0
Stacey Church,8,-8,-1.96,51.0
Stacey Cole,3,147,96.08,51.0
Stacey Galloway,44,-444,-19.79,51.0
Stacey Guzman,1,-51,-100.0,51.0
Stacey Hardy,100,-800,-15.69,51.0
Stacey Hayes,3,47,30.72,51.0
Stacey Jenkins,2,-2,-1.96,51.0
Stacey Kelly,7,-57,-15.97,51.0
Stacey Oliver,2,-102,-100.0,51.0
Stacey Ross,15,-465,-60.78,51.0
Stacey Short,1,-51,-100.0,51.0
Stacey Smith,2,-102,-100.0,51.0
Stacey Walker,36,64,3.49,51.0
Stacey Willis,17,33,3.81,51.0
Stacie Bell,7,-57,-15.97,51.0
Stacie Calderon,5,-255,-100.0,51.0
Stacie Gordon,1,-51,-100.0,51.0
Stacie Long,11,-161,-28.7,51.0
Stacy Bowen,12,-312,-50.98,51.0
Stacy Davis,9,-359,-78.21,51.0
Stacy Diaz,1,49,96.08,51.0
Stacy Gates,2,98,96.08,51.0
Stacy Hicks,1,-51,-100.0,51.0
Stacy Hurst,13,-263,-39.67,51.0
Stacy Jones,3,-53,-34.64,51.0
Stacy Kelley,1,-51,-100.0,51.0
Stacy Kelly,10,-310,-60.78,51.0
Stacy King,1,-51,-100.0,51.0
Stacy Leblanc,8,92,22.55,51.0
Stacy Liu,4,-104,-50.98,51.0
Stacy Logan,1,49,96.08,51.0
Stacy Miranda,1,-51,-100.0,51.0
Stacy Montes,4,-4,-1.96,51.0
Stacy Moon,5,45,17.65,51.0
Stacy Morris,1,-51,-100.0,51.0
Stacy Small,8,-8,-1.96,51.0
Stacy Turner MD,2,-2,-1.96,51.0
Stacy Webb,25,-375,-29.41,51.0
Stacy Williams,1,-51,-100.0,51.0
Stanley Byrd,13,-163,-24.59,51.0
Stanley Haynes,5,-55,-21.57,51.0
Stanley Powers,15,-65,-8.5,51.0
Stanley Sutton,1,-51,-100.0,51.0
Stefanie Banks,5,-155,-60.78,51.0
Stefanie Evans,1,49,96.08,51.0
Stefanie Johnson,1954,3046,3.06,51.0
Stefanie King,1,49,96.08,51.0
Stefanie Ramirez,1,-51,-100.0,51.0
Stephanie Aguilar,7,43,12.04,51.0
Stephanie Alexander,1,-51,-100.0,51.0
Stephanie Anderson,1,49,96.08,51.0
Stephanie Armstrong DDS,4,-104,-50.98,51.0
Stephanie Ayala,2,-102,-100.0,51.0
Stephanie Bailey,21,29,2.71,51.0
Stephanie Bean,1,-51,-100.0,51.0
Stephanie Bell,1,-51,-100.0,51.0
Stephanie Benton,1,-51,-100.0,51.0
Stephanie Blake,14,-114,-15.97,51.0
Stephanie Bridges,1,49,96.08,51.0
Stephanie Brown,19,-269,-27.76,51.0
Stephanie Burke,5,145,56.86,51.0
Stephanie Burns,10,-210,-41.18,51.0
Stephanie Butler,1,-51,-100.0,51.0
Stephanie Carroll,6,-106,-34.64,51.0
Stephanie Carter PhD,3,-53,-34.64,51.0
Stephanie Christensen,22,178,15.86,51.0
Stephanie Clark,34,-134,-7.73,51.0
Stephanie Cowan,3,-53,-34.64,51.0
Stephanie Curry,1,-51,-100.0,51.0
Stephanie Decker,2,-2,-1.96,51.0
Stephanie Dominguez,7,143,40.06,51.0
Stephanie Dunn,29,-179,-12.1,51.0
Stephanie Escobar,27,23,1.67,51.0
Stephanie Everett,11,-61,-10.87,51.0
Stephanie Floyd,1,49,96.08,51.0
Stephanie Gallegos,3,-53,-34.64,51.0
Stephanie Graham,1,-51,-100.0,51.0
Stephanie Grant,1,-51,-100.0,51.0
Stephanie Hamilton,79,-929,-23.06,51.0
Stephanie Hardy,9,-59,-12.85,51.0
Stephanie Harvey,2,98,96.08,51.0
Stephanie Hicks,1,-51,-100.0,51.0
Stephanie Horne,5,245,96.08,51.0
Stephanie Howard,1,49,96.08,51.0
Stephanie Jackson,51,-101,-3.88,51.0
Stephanie Jackson DVM,1,-51,-100.0,51.0
Stephanie Johns,1,49,96.08,51.0
Stephanie Johnson,25,-175,-13.73,51.0
Stephanie Jones,80,820,20.1,51.0
Stephanie Jordan,1,-51,-100.0,51.0
Stephanie Keller,1,49,96.08,51.0
Stephanie King,27,-377,-27.38,51.0
Stephanie Knight,19,-169,-17.44,51.0
Stephanie Lang,13,-63,-9.5,51.0
Stephanie Leonard,4,-104,-50.98,51.0
Stephanie Lewis,2,-102,-100.0,51.0
Stephanie Lozano,1,49,96.08,51.0
Stephanie Maddox,1,-51,-100.0,51.0
Stephanie Martin,1,49,96.08,51.0
Stephanie Martinez,2,-2,-1.96,51.0
Stephanie Mason,1,49,96.08,51.0
Stephanie Miller,170,-70,-0.81,51.0
Stephanie Miranda,10,-10,-1.96,51.0
Stephanie Monroe,1,49,96.08,51.0
Stephanie Moody,2,-2,-1.96,51.0
Stephanie Moon,3,47,30.72,51.0
Stephanie Murphy,1,-51,-100.0,51.0
Stephanie Nielsen,1,49,96.08,51.0
Stephanie Orozco,1,49,96.08,51.0
Stephanie Orr DDS,18,-18,-1.96,51.0
Stephanie Padilla,29,-279,-18.86,51.0
Stephanie Patel,9,-59,-12.85,51.0
Stephanie Patterson,1,-51,-100.0,51.0
Stephanie Payne,5,145,56.86,51.0
Stephanie Peterson,1,-51,-100.0,51.0
Stephanie Phillips,24,-424,-34.64,51.0
Stephanie Pruitt,4,-104,-50.98,51.0
Stephanie Richardson,1,49,96.08,51.0
Stephanie Rodriguez,13,-263,-39.67,51.0
Stephanie Sanchez,26,-426,-32.13,51.0
Stephanie Smith,5,-55,-21.57,51.0
Stephanie Spencer,5,-55,-21.57,51.0
Stephanie Stafford,2,-102,-100.0,51.0
Stephanie Sullivan,2,-102,-100.0,51.0
Stephanie Turner,1,-51,-100.0,51.0
Stephanie Tyler,8,-8,-1.96,51.0
Stephanie Valencia,3,-53,-34.64,51.0
Stephanie Vasquez,6,-106,-34.64,51.0
Stephanie Wagner,5,45,17.65,51.0
Stephanie Walters,55,-5,-0.18,51.0
Stephanie Warner,94,-894,-18.65,51.0
Stephanie Webb,2,-2,-1.96,51.0
Stephanie Werner,294,-1894,-12.63,51.0
Stephanie Williams,1,49,96.08,51.0
Stephanie Wilson,11,39,6.95,51.0
Stephanie Wright,70,-1270,-35.57,51.0
Stephanie Young,1,-51,-100.0,51.0
Stephanie Young DVM,1,49,96.08,51.0
Stephen Alvarado,6,-106,-34.64,51.0
Stephen Anderson,1,-51,-100.0,51.0
Stephen Austin,2,-2,-1.96,51.0
Stephen Avery,1,49,96.08,51.0
Stephen Barrett,1,-51,-100.0,51.0
Stephen Booker,6,-106,-34.64,51.0
Stephen Bowman,2,98,96.08,51.0
Stephen Butler,13,337,50.83,51.0
Stephen Chen,1,-51,-100.0,51.0
Stephen Church,3,-53,-34.64,51.0
Stephen Cobb,13,-263,-39.67,51.0
Stephen Conrad,4,-104,-50.98,51.0
Stephen Davis,13,-63,-9.5,51.0
Stephen Duffy,2,-2,-1.96,51.0
Stephen Evans,7,43,12.04,51.0
Stephen Garner,1,-51,-100.0,51.0
Stephen George,1,-51,-100.0,51.0
Stephen Gibson,2,98,96.08,51.0
Stephen Gonzalez,2,-2,-1.96,51.0
Stephen Goodman,281,-1131,-7.89,51.0
Stephen Gray,4,96,47.06,51.0
Stephen Greene,5,45,17.65,51.0
Stephen Harris,9,-259,-56.43,51.0
Stephen Harrison,1,-51,-100.0,51.0
Stephen Hart,8,-108,-26.47,51.0
Stephen Hayes,25,-75,-5.88,51.0
Stephen Hernandez,15,-65,-8.5,51.0
Stephen Hunt,5,-55,-21.57,51.0
Stephen Jackson,1,-51,-100.0,51.0
Stephen Jennings,1,-51,-100.0,51.0
Stephen Johnson,12,-112,-18.3,51.0
Stephen Mack,1,49,96.08,51.0
Stephen Marquez,24,-124,-10.13,51.0
Stephen Mccann,4,-4,-1.96,51.0
Stephen Mccarthy,1,-51,-100.0,51.0
Stephen Melendez,3,-53,-34.64,51.0
Stephen Meyer,4,-104,-50.98,51.0
Stephen Middleton,4,96,47.06,51.0
Stephen Miller,1,-51,-100.0,51.0
Stephen Mitchell,6,-6,-1.96,51.0
Stephen Moore,2,-2,-1.96,51.0
Stephen Morales,1,-51,-100.0,51.0
Stephen Morgan,1,-51,-100.0,51.0
Stephen Morris,1,-51,-100.0,51.0
Stephen Murphy,7,-157,-43.98,51.0
Stephen Nelson,3,47,30.72,51.0
Stephen Nguyen,3,-53,-34.64,51.0
Stephen Norris,1,49,96.08,51.0
Stephen Patton,1,49,96.08,51.0
Stephen Reynolds,15,-65,-8.5,51.0
Stephen Rivera,1,-51,-100.0,51.0
Stephen Roberts,162,-1162,-14.06,51.0
Stephen Rodriguez,1,-51,-100.0,51.0
Stephen Roy,5,-55,-21.57,51.0
Stephen Santos,1,49,96.08,51.0
Stephen Saunders,5,-55,-21.57,51.0
Stephen Schultz,1,49,96.08,51.0
Stephen Sharp,6,94,30.72,51.0
Stephen Smith,5,45,17.65,51.0
Stephen Solis,20,-220,-21.57,51.0
Stephen Thomas,3,-53,-34.64,51.0
Stephen Torres,1,-51,-100.0,51.0
Stephen Walker,33,-83,-4.93,51.0
Stephen Webb,3,-153,-100.0,51.0
Stephen Williams,2,-102,-100.0,51.0
Stephen Woodward,53,197,7.29,51.0
Steve Bailey,2,-102,-100.0,51.0
Steve Howard,2,98,96.08,51.0
Steve Johnson,1,49,96.08,51.0
Steve Lopez,2,98,96.08,51.0
Steve Martinez,1,49,96.08,51.0
Steve Mccarthy,9,41,8.93,51.0
Steve Mcdaniel,53,-1003,-37.11,51.0
Steve Mckay,3,47,30.72,51.0
Steve Mckee,33,-183,-10.87,51.0
Steve Ray,12,-312,-50.98,51.0
Steve Russell,2,-102,-100.0,51.0
Steve Spence,5,-55,-21.57,51.0
Steve York,62,-562,-17.77,51.0
Steven Banks,6,-206,-67.32,51.0
Steven Barker,8,192,47.06,51.0
Steven Beck,1,49,96.08,51.0
Steven Benitez,2,-102,-100.0,51.0
Steven Bennett,1,-51,-100.0,51.0
Steven Brown,1,-51,-100.0,51.0
Steven Buckley,26,-326,-24.59,51.0
Steven Cantu,1,-51,-100.0,51.0
Steven Carter,7,-57,-15.97,51.0
Steven Chaney,1,-51,-100.0,51.0
Steven Clements,21,-71,-6.63,51.0
Steven Cole,52,-152,-5.73,51.0
Steven Cooper,1,-51,-100.0,51.0
Steven Cordova,1,49,96.08,51.0
Steven Cruz,41,-491,-23.48,51.0
Steven Curtis,22,-22,-1.96,51.0
Steven Davidson,22,178,15.86,51.0
Steven Davis,18,-18,-1.96,51.0
Steven Dawson,1,49,96.08,51.0
Steven Dean,21,-271,-25.3,51.0
Steven Dickson,1,-51,-100.0,51.0
Steven Dougherty,17,33,3.81,51.0
Steven Ellison,3,-53,-34.64,51.0
Steven Ferguson,11,-261,-46.52,51.0
Steven Fernandez,1,-51,-100.0,51.0
Steven Fletcher,1,49,96.08,51.0
Steven Garza,26,74,5.58,51.0
Steven Gilbert,9,-59,-12.85,51.0
Steven Gill,1,49,96.08,51.0
Steven Gonzalez,1,-51,-100.0,51.0
Steven Guerrero,1,-51,-100.0,51.0
Steven Hamilton,1,-51,-100.0,51.0
Steven Hanson,1,-51,-100.0,51.0
Steven Henderson,16,384,47.06,51.0
Steven Hinton,9,-59,-12.85,51.0
Steven Ho,2,-102,-100.0,51.0
Steven Holt,4,-104,-50.98,51.0
Steven Hoover,69,781,22.19,51.0
Steven Horn,1,-51,-100.0,51.0
Steven Jarvis,1,-51,-100.0,51.0
Steven Johnson,2,-2,-1.96,51.0
Steven Jones DDS,1,-51,-100.0,51.0
Steven Kennedy,1,49,96.08,51.0
Steven Le,1,49,96.08,51.0
Steven Lewis,8,-8,-1.96,51.0
Steven Li,4,-204,-100.0,51.0
Steven Long,14,86,12.04,51.0
Steven Lopez,4,-104,-50.98,51.0
Steven Lyons,3,-153,-100.0,51.0
Steven Martinez,2,-2,-1.96,51.0
Steven Mckay,13,137,20.66,51.0
Steven Mejia,4,-104,-50.98,51.0
Steven Moody,1,-51,-100.0,51.0
Steven Morales,6,-6,-1.96,51.0
Steven Nelson,13,237,35.75,51.0
Steven Orozco,2,-102,-100.0,51.0
Steven Patton,1,-51,-100.0,51.0
Steven Perez,1,-51,-100.0,51.0
Steven Perry,26,-126,-9.5,51.0
Steven Porter,39,11,0.55,51.0
Steven Pratt,1,-51,-100.0,51.0
Steven Prince,2,-102,-100.0,51.0
Steven Ramos,20,-20,-1.96,51.0
Steven Reeves,3,47,30.72,51.0
Steven Richardson,1,-51,-100.0,51.0
Steven Roberts,1,49,96.08,51.0
Steven Robinson,1,-51,-100.0,51.0
Steven Rodriguez,9,-59,-12.85,51.0
Steven Roth,1,-51,-100.0,51.0
Steven Salazar,3,-53,-34.64,51.0
Steven Schmitt,9,-159,-34.64,51.0
Steven Sexton,1,-51,-100.0,51.0
Steven Shepard,5,-55,-21.57,51.0
Steven Shepherd,1,-51,-100.0,51.0
Steven Sherman,1,49,96.08,51.0
Steven Smith,38,162,8.36,51.0
Steven Snow,2,98,96.08,51.0
Steven Stewart,3,-153,-100.0,51.0
Steven Taylor,1,49,96.08,51.0
Steven Terrell,1,-51,-100.0,51.0
Steven Thomas,64,-264,-8.09,51.0
Steven Thompson,26,-326,-24.59,51.0
Steven Thornton,2,-102,-100.0,51.0
Steven Torres,2,98,96.08,51.0
Steven Travis,9,-59,-12.85,51.0
Steven Tucker,12,-212,-34.64,51.0
Steven Vang,42,58,2.71,51.0
Steven Walsh,3,47,30.72,51.0
Steven Wells,1,-51,-100.0,51.0
Steven White,2,-102,-100.0,51.0
Steven Williams,8,92,22.55,51.0
Steven Wright,2,98,96.08,51.0
Steven Wyatt DVM,48,-448,-18.3,51.0
Stuart Collins,4,-104,-50.98,51.0
Stuart Kelley,8,-8,-1.96,51.0
Stuart Kim,2,-2,-1.96,51.0
Summer Bernard,13,-63,-9.5,51.0
Summer Golden,4,-4,-1.96,51.0
Summer Joseph,2,-102,-100.0,51.0
Summer Taylor,1,-51,-100.0,51.0
Susan Acosta,1,-51,-100.0,51.0
Susan Bates,22,-122,-10.87,51.0
Susan Bishop,1,49,96.08,51.0
Susan Bonilla,5,145,56.86,51.0
Susan Bradford,2,-2,-1.96,51.0
Susan Burch,78,-678,-17.04,51.0
Susan Cain,1,-51,-100.0,51.0
Susan Camacho,72,428,11.66,51.0
Susan Campbell,9,-59,-12.85,51.0
Susan Castro,2,-102,-100.0,51.0
Susan Cherry,6,94,30.72,51.0
Susan Chung,69,-119,-3.38,51.0
Susan Cortez,1,-51,-100.0,51.0
Susan Cox,10,-110,-21.57,51.0
Susan Davis,4,-104,-50.98,51.0
Susan Deleon,1,-51,-100.0,51.0
Susan Dickerson,1,49,96.08,51.0
Susan Evans,2,-2,-1.96,51.0
Susan Fleming,3,-53,-34.64,51.0
Susan Ford,8,-108,-26.47,51.0
Susan Frank,1,-51,-100.0,51.0
Susan Frederick,59,-509,-16.92,51.0
Susan Gonzales,1,49,96.08,51.0
Susan Gordon,1,-51,-100.0,51.0
Susan Graham,8114,25486,6.16,51.0
Susan Green,12,88,14.38,51.0
Susan Hardy,1,-51,-100.0,51.0
Susan Hernandez,3,-53,-34.64,51.0
Susan Hicks,1,49,96.08,51.0
Susan Hodge,1,-51,-100.0,51.0
Susan Hodges,1,49,96.08,51.0
Susan Holmes,78,-1078,-27.1,51.0
Susan James,1,-51,-100.0,51.0
Susan Jones,1,-51,-100.0,51.0
Susan King,1,-51,-100.0,51.0
Susan Lawrence,2,98,96.08,51.0
Susan Leon,5,145,56.86,51.0
Susan Maxwell,8,-8,-1.96,51.0
Susan Mitchell,9,-59,-12.85,51.0
Susan Moore DVM,2,-2,-1.96,51.0
Susan Morrow,2,-102,-100.0,51.0
Susan Munoz,5,145,56.86,51.0
Susan Myers,3,-53,-34.64,51.0
Susan Olsen,3,-53,-34.64,51.0
Susan Patel,13,-63,-9.5,51.0
Susan Ross,3,-53,-34.64,51.0
Susan Sanchez,1,-51,-100.0,51.0
Susan Saunders,12,-12,-1.96,51.0
Susan Simmons,2,-102,-100.0,51.0
Susan Sims DDS,3,-53,-34.64,51.0
Susan Tucker,78,-278,-6.99,51.0
Susan Waller,1,-51,-100.0,51.0
Susan Williams,33,117,6.95,51.0
Susan Wilson,1,-51,-100.0,51.0
Suzanne Bender,30,-330,-21.57,51.0
Suzanne Campbell,46,-46,-1.96,51.0
Suzanne Clark,16,-16,-1.96,51.0
Suzanne Fitzpatrick,2,-102,-100.0,51.0
Suzanne Garcia,15,-365,-47.71,51.0
Suzanne Gibson,1,49,96.08,51.0
Suzanne Johnston,27,-477,-34.64,51.0
Suzanne Miller,37,113,5.99,51.0
Suzanne Nolan,1,-51,-100.0,51.0
Suzanne Parsons,10,-110,-21.57,51.0
Suzanne Peters,8,-8,-1.96,51.0
Suzanne Robertson,5,-55,-21.57,51.0
Suzanne Snyder,2,-102,-100.0,51.0
Suzanne Stark,9,41,8.93,51.0
Suzanne Thompson,1,49,96.08,51.0
Suzanne Williams,1,-51,-100.0,51.0
Sydney Bolton,64,-464,-14.22,51.0
Sydney Flores,1,49,96.08,51.0
Sydney Hughes,2,-102,-100.0,51.0
Sydney Johnson,2,-2,-1.96,51.0
Sydney Lee,109,-459,-8.26,51.0
Sydney Moore,1,-51,-100.0,51.0
Sydney Morris,10,90,17.65,51.0
Sydney Perez,15,-365,-47.71,51.0
Sydney Powell,1,-51,-100.0,51.0
Sydney Rosales,3,147,96.08,51.0
Sydney Smith,3,-153,-100.0,51.0
Sydney Wilson,1,49,96.08,51.0
Sydney Wright,1,-51,-100.0,51.0
Sylvia Shea,1,-51,-100.0,51.0
Sylvia Thomas,8,192,47.06,51.0
Sylvia Walsh,1,-51,-100.0,51.0
Sylvia Wise,40,60,2.94,51.0
Tabitha Gonzalez,6,-206,-67.32,51.0
Tabitha Harris,6,-106,-34.64,51.0
Tamara Andrews,2,98,96.08,51.0
Tamara Barrett,1,-51,-100.0,51.0
Tamara Bryant,6,-106,-34.64,51.0
Tamara Cole,9,-59,-12.85,51.0
Tamara Cook,14,-314,-43.98,51.0
Tamara Deleon,1,49,96.08,51.0
Tamara Ford,142,-442,-6.1,51.0
Tamara Hunter,3,-153,-100.0,51.0
Tamara Moore,1,49,96.08,51.0
Tamara Schwartz,27,-177,-12.85,51.0
Tamara Tran,1,-51,-100.0,51.0
Tamara Tucker,2,98,96.08,51.0
Tamara Warner,1,-51,-100.0,51.0
Tami Contreras,2,-2,-1.96,51.0
Tami Hutchinson,20,280,27.45,51.0
Tami Smith,2,98,96.08,51.0
Tami White,139,111,1.57,51.0
Tammie Chapman,6,-106,-34.64,51.0
Tammie Jensen,1,-51,-100.0,51.0
Tammie Taylor,2,-102,-100.0,51.0
Tammie Turner,4,-4,-1.96,51.0
Tammy Barr,7,43,12.04,51.0
Tammy Brown,6,-6,-1.96,51.0
Tammy Brown DDS,1,49,96.08,51.0
Tammy Burgess,82,-182,-4.35,51.0
Tammy Chaney,77,473,12.04,51.0
Tammy Cohen,1,-51,-100.0,51.0
Tammy Cook,6,-206,-67.32,51.0
Tammy Davis,3,-53,-34.64,51.0
Tammy Dougherty,2,-2,-1.96,51.0
Tammy Evans,2,-102,-100.0,51.0
Tammy Garcia,148,-848,-11.23,51.0
Tammy Garner,2,-2,-1.96,51.0
Tammy Gates,1,-51,-100.0,51.0
Tammy Gibson,1,-51,-100.0,51.0
Tammy Griffin,15,-265,-34.64,51.0
Tammy Hall,1,49,96.08,51.0
Tammy Harrington,1,49,96.08,51.0
Tammy Heath,1,-51,-100.0,51.0
Tammy Hernandez,1,-51,-100.0,51.0
Tammy Hess,1,49,96.08,51.0
Tammy Huber DDS,22,-322,-28.7,51.0
Tammy Ibarra,2,-2,-1.96,51.0
Tammy Jackson,100,200,3.92,51.0
Tammy Jones,85,-535,-12.34,51.0
Tammy Kennedy,1,-51,-100.0,51.0
Tammy Lewis,15,-65,-8.5,51.0
Tammy Mejia,2,-102,-100.0,51.0
Tammy Miller,5,-55,-21.57,51.0
Tammy Monroe,2,-102,-100.0,51.0
Tammy Norris,5,-155,-60.78,51.0
Tammy Ross,4,-104,-50.98,51.0
Tammy Schmidt,4,196,96.08,51.0
Tammy Schwartz,5,45,17.65,51.0
Tammy Silva,20,180,17.65,51.0
Tammy Smith,1,-51,-100.0,51.0
Tammy Steele,108,-908,-16.49,51.0
Tammy Thompson,1,49,96.08,51.0
Tammy Wallace,1,49,96.08,51.0
Tammy Watson,5,-55,-21.57,51.0
Tammy Watts,1,49,96.08,51.0
Tammy Werner,8,-8,-1.96,51.0
Tanner Graham,9,-159,-34.64,51.0
Tanner Hall,1,-51,-100.0,51.0
Tanner Marquez,1,-51,-100.0,51.0
Tanner Phillips,209,-659,-6.18,51.0
Tanner Simon,4,-204,-100.0,51.0
Tanner Watson,6,-106,-34.64,51.0
Tanner Wilson,6,-206,-67.32,51.0
Tanya Becker,1,-51,-100.0,51.0
Tanya Brown,17,-167,-19.26,51.0
Tanya Buchanan,3,-153,-100.0,51.0
Tanya Estrada,33,-183,-10.87,51.0
Tanya George,4,96,47.06,51.0
Tanya Hardin,19,-369,-38.08,51.0
Tanya Johnson,2,-2,-1.96,51.0
Tanya Johnston,10,-310,-60.78,51.0
Tanya Malone,1,-51,-100.0,51.0
Tanya Mitchell,1,49,96.08,51.0
Tanya Nolan,1,-51,-100.0,51.0
Tanya Padilla,2,-102,-100.0,51.0
Tanya Pineda,3,-53,-34.64,51.0
Tanya Schmidt,5,45,17.65,51.0
Tanya Thornton,31,-681,-43.07,51.0
Tanya Villa,1,49,96.08,51.0
Tara Bailey,2,-102,-100.0,51.0
Tara Daniels,34,-134,-7.73,51.0
Tara Diaz,1,49,96.08,51.0
Tara Dodson,6,194,63.4,51.0
Tara Dominguez,1,-51,-100.0,51.0
Tara Evans,3,-53,-34.64,51.0
Tara Ferrell,1,-51,-100.0,51.0
Tara Gibson,5,145,56.86,51.0
Tara Gonzalez,1,49,96.08,51.0
Tara Harper,19,-69,-7.12,51.0
Tara Hughes,1,-51,-100.0,51.0
Tara Jones,3,-53,-34.64,51.0
Tara Khan,64,-164,-5.02,51.0
Tara King,1,-51,-100.0,51.0
Tara Long,1,49,96.08,51.0
Tara Martinez,8,-108,-26.47,51.0
Tara Miller,1,-51,-100.0,51.0
Tara Randolph,1,49,96.08,51.0
Tara Rowe,2,-102,-100.0,51.0
Tara Smith,6,-106,-34.64,51.0
Tara Villa,1,-51,-100.0,51.0
Tara Wilson,2,-2,-1.96,51.0
Tara Wright,1,-51,-100.0,51.0
Tasha Douglas,1,49,96.08,51.0
Taylor Anderson,1,-51,-100.0,51.0
Taylor Avery,1,-51,-100.0,51.0
Taylor Baldwin,1,-51,-100.0,51.0
Taylor Cameron,4,-104,-50.98,51.0
Taylor Carr,5,245,96.08,51.0
Taylor Coffey,1,49,96.08,51.0
Taylor Cole,1,49,96.08,51.0
Taylor Crosby,5,45,17.65,51.0
Taylor Dennis,5,145,56.86,51.0
Taylor Duke,60,-760,-24.84,51.0
Taylor Estes DDS,56,-356,-12.46,51.0
Taylor Franklin,3,-53,-34.64,51.0
Taylor Gibson,2,-102,-100.0,51.0
Taylor Gonzalez,23,127,10.83,51.0
Taylor Hamilton,1,49,96.08,51.0
Taylor Henry,3,-53,-34.64,51.0
Taylor Hernandez,1,-51,-100.0,51.0
Taylor Hinton,1,49,96.08,51.0
Taylor Hodges,1,-51,-100.0,51.0
Taylor Johnston,5,45,17.65,51.0
Taylor Kelly,1,-51,-100.0,51.0
Taylor Klein,3,-53,-34.64,51.0
Taylor Martinez,1,-51,-100.0,51.0
Taylor Mclean,6,-6,-1.96,51.0
Taylor Miller,13,-263,-39.67,51.0
Taylor Mitchell,38,-338,-17.44,51.0
Taylor Page,4,-204,-100.0,51.0
Taylor Peters,2,-2,-1.96,51.0
Taylor Ramirez,1,49,96.08,51.0
Taylor Reid,6,94,30.72,51.0
Taylor Rich MD,1,-51,-100.0,51.0
Taylor Rivera,2,-2,-1.96,51.0
